userId,movieID,rating,timestamp
1,31,2.5,1260759144
1,834,3,1260759179
1,860,3,1260759182
1,907,2,1260759185
1,932,4,1260759205
1,1018,2,1260759151
1,1042,2,1260759187
1,1048,2,1260759148
1,1084,3.5,1260759125
1,1088,2,1260759131
1,1112,2.5,1260759135
1,1141,1,1260759203
1,1516,4,1260759191
1,1666,4,1260759139
1,1709,3,1260759194
1,1744,2,1260759198
1,1816,2,1260759108
1,1963,2.5,1260759113
1,2381,1,1260759200
1,2926,3,1260759117
2,10,4,835355493
2,17,5,835355681
2,38,5,835355604
2,46,4,835355552
2,49,4,835355586
2,50,3,835356031
2,59,3,835355749
2,101,4,835355532
2,124,3,835356016
2,130,5,835355395
2,133,4,835355441
2,141,3,835355493
2,145,3,835355441
2,148,3,835355710
2,164,3,835355511
2,165,3,835355664
2,185,3,835355511
2,196,5,835355840
2,197,1,835355749
2,199,3,835355552
2,208,3,835355664
2,221,3,835355896
2,226,4,835355511
2,234,4,835355681
2,238,5,835355697
2,239,5,835355586
2,245,3,835355767
2,246,4,835355779
2,263,3,835355492
2,267,4,835355395
2,269,3,835355532
2,281,4,835356044
2,284,2,835355551
2,286,1,835355918
2,305,3,835355492
2,315,4,835355441
2,316,4,835355697
2,322,3,835355628
2,323,3,835355749
2,329,3,835355604
2,332,3,835355619
2,335,2,835355932
2,336,3,835355968
2,337,3,835356094
2,342,3,835355710
2,347,3,835356165
2,358,2,835356246
2,362,3,835355532
2,404,4,835355604
2,407,3,835355511
2,417,4,835355790
2,423,2,835355828
2,428,4,835355643
2,433,3,835355918
2,445,3,835355880
2,448,4,835355731
2,455,4,835355860
2,456,4,835355719
2,462,4,835355817
2,473,4,835355731
2,482,4,835356199
2,484,3,835355767
2,494,3,835356109
2,495,5,835355767
2,496,3,835355860
2,519,5,835355817
2,520,3,835355790
2,521,3,835355779
2,522,3,835355441
2,523,5,835355697
2,524,5,835355395
2,525,5,835355395
2,526,3,835355511
2,544,3,835355932
2,568,4,835356141
2,608,4,835355978
3,57,3,1298861675
3,101,4,1298922049
3,220,3.5,1298861637
3,240,3,1298861761
3,267,4.5,1298862418
3,285,5,1298862121
3,321,2.5,1298861589
3,322,5,1298862167
3,342,2.5,1298923242
3,473,3,1298862528
3,522,3,1298922100
3,525,3,1298923247
3,526,3,1298921840
3,528,2,1298923260
3,618,3.5,1298932787
3,643,4,1298863157
3,700,3,1298861687
3,955,5,1298932770
3,967,3,1298921795
3,991,4,1298861628
3,1026,3,1298861605
3,1119,4,1298861658
3,1254,3.5,1298922089
3,1360,4.5,1298923236
3,1456,4,1298863143
3,1591,4,1298921862
3,1835,4,1298861753
3,2011,3,1298861789
3,2157,3,1298862710
3,2163,3.5,1298861796
3,2174,3,1298924017
3,2213,3.5,1298922057
3,2274,4,1298861733
3,2289,4,1298921825
3,2375,5,1298862874
3,2600,3,1298861968
3,2805,4,1298861633
3,3158,5,1298863174
3,4086,3,1298923266
3,4260,3.5,1298862672
3,4611,3,1298922080
3,5027,2.5,1298921787
3,5128,3,1298922065
3,5481,3.5,1298861650
3,5486,3,1298932766
3,5905,3.5,1298862555
3,6384,3.5,1298932740
3,6558,4.5,1298862361
3,6602,4.5,1298862467
3,6917,3,1298922071
3,7734,4,1298922130
4,10,4,949810645
4,33,5,949919556
4,103,5,949810582
4,123,5,949919681
4,133,4,949811346
4,153,3,949811346
4,164,3,949920047
4,233,5,949779042
4,260,4,949778802
4,267,5,949895708
4,295,3,949810618
4,315,5,949810582
4,322,5,949919763
4,323,5,949919681
4,329,5,949949538
4,332,4,949895887
4,345,3,949810534
4,362,3,949919883
4,381,3,949895772
4,384,4,949810688
4,385,1,949920135
4,390,4,949919802
4,392,4,949920028
4,413,4,949811315
4,428,5,949810582
4,486,5,949779091
4,522,5,949949486
4,523,5,949919938
4,524,3,949810534
4,527,5,949949538
4,529,5,949949638
4,538,4,949982238
4,544,5,949949444
4,696,5,949779022
4,725,5,949919189
4,732,4,949919306
4,735,5,949919247
4,741,5,949949396
4,816,4,949919454
4,821,4,949919322
4,827,5,949949638
4,833,5,949949638
4,835,5,949896377
4,836,5,949896377
4,837,5,949949538
4,838,5,949949638
4,841,5,949896244
4,867,5,949919372
4,871,5,949811523
4,881,5,949895732
4,889,5,949778771
4,903,5,949919399
4,905,5,949896275
4,913,5,949919372
4,953,5,949919419
4,954,5,949779173
4,955,5,949811490
4,956,5,949779173
4,958,5,949896244
4,963,5,949896159
4,965,5,949779173
4,967,5,949778714
4,970,5,949895708
4,971,5,949810261
4,976,5,949779173
4,977,5,949811523
4,979,5,949918693
4,982,5,949779173
4,986,5,949919372
4,995,5,949896244
4,998,5,949919519
4,1012,5,949811602
4,1013,5,949918743
4,1014,4,949811559
4,1020,5,949919591
4,1025,5,949811523
4,1033,5,949919372
4,1037,5,949949396
4,1040,4,949811559
4,1043,5,949811490
4,1046,5,949918743
4,1052,4,949918927
4,1061,4,949811602
4,1078,4,949896275
4,1080,5,949982274
4,1089,5,949919247
4,1101,4,949810582
4,1112,4,949810302
4,1113,3,949920004
4,1115,4,949918787
4,1117,3,949918904
4,1118,3,949810688
4,1121,5,949896377
4,1126,5,949810261
4,1127,4,949810302
4,1135,5,949895772
4,1235,3,949811230
4,1254,5,949919978
4,1323,4,949811559
4,1332,5,949896244
4,1407,1,949895864
4,1437,5,949919738
4,1481,4,949810688
4,1482,2,949895956
4,1516,5,949810261
4,1517,5,949810261
4,1524,5,949918743
4,1530,3,949949538
4,1531,5,949811559
4,1557,5,949896309
4,1563,5,949811602
4,1565,3,949895907
4,1566,2,949918970
4,1568,5,949896070
4,1577,4,949919454
4,1581,5,949778771
4,1583,4,949811738
4,1584,4,949896114
4,1595,4,949982239
4,1596,4,949896183
4,1608,5,949810618
4,1616,3,949896114
4,1625,5,949918648
4,1639,5,949949444
4,1641,5,949919306
4,1642,4,949982239
4,1646,5,949949444
4,1647,5,949896114
4,1648,5,949949638
4,1652,5,949896183
4,1655,4,949920028
4,1657,5,949949538
4,1661,5,949896114
4,1663,5,949949396
4,1666,4,949896114
4,1670,5,949919399
4,1671,3,949896309
4,1675,5,949918927
4,1676,5,949918994
4,1685,4,949919763
4,1699,5,949896070
4,1700,4,949982239
4,1702,4,949896114
4,1703,5,949811603
4,1717,5,949896070
4,1729,5,949896070
4,1744,3,949896070
4,1745,5,949918764
4,1777,4,949811559
4,1790,3,949896309
4,1795,5,949895772
4,1812,5,949919556
4,1860,4,949918927
4,1882,4,949811603
4,1914,4,949918994
4,1917,5,949918994
4,1920,4,949810302
4,1962,5,949982274
4,1974,5,949918875
4,2045,4,949896275
4,2094,1,949895993
4,2104,5,949810582
4,2115,5,949810261
4,2131,3,949918671
4,2148,4,949896497
4,2160,4,949896497
4,2174,5,949811523
4,2181,5,949810582
4,2192,4,949778714
4,2219,1,949896521
4,2233,5,949919399
4,2236,5,949811490
4,2240,4,949811603
4,2242,5,949896070
4,2249,5,949811738
4,2262,3,949811230
4,2297,3,949918875
4,2302,5,949896114
4,2306,5,949896377
4,2329,2,949896309
4,2330,1,949896309
4,2339,4,949810534
4,2341,5,949811559
4,2381,5,949896070
4,2398,3,949896015
4,2399,5,949918807
4,2403,5,949810261
4,2423,3,949896543
4,2438,5,949949444
4,2443,4,949811559
4,2444,5,949919419
4,2459,5,949919656
4,2469,4,949918715
4,2494,4,949896275
4,2497,4,949811603
4,2501,5,949919738
4,2549,4,949918904
4,2581,2,949778946
4,2582,4,949811523
4,2608,5,949918970
4,2612,4,949919738
4,2620,3,949919845
4,2622,5,949895732
4,3209,2,949982238
5,3,4,1163374957
5,38,4,1163374952
5,97,4,1163374639
5,123,4,1163374242
5,130,4,1163374404
5,204,3.5,1163373762
5,250,4.5,1163373208
5,310,3.5,1163373636
5,322,4,1163374152
5,329,4,1163373752
5,332,4,1163373755
5,342,4,1163373610
5,390,4,1163374477
5,448,4.5,1163373718
5,520,4,1163374392
5,522,3.5,1163373551
5,528,4,1163374190
5,530,5,1163373711
5,653,3.5,1163374993
5,696,2.5,1163373651
5,725,3.5,1163373135
5,741,4,1163374286
5,827,4,1163373316
5,840,5,1163373103
5,952,3,1163374173
5,978,2.5,1163374239
5,1002,4,1163374582
5,1061,4,1163374495
5,1121,5,1163373044
5,1132,3.5,1163374165
5,1200,4.5,1163374608
5,1235,3.5,1163374562
5,1337,4,1163374214
5,1360,4,1163373744
5,1391,4,1163374601
5,1394,4.5,1163374251
5,1487,4.5,1163373726
5,1524,4,1163373675
5,1531,4,1163374324
5,1560,3.5,1163374593
5,1586,1.5,1163373188
5,1642,5,1163373109
5,1799,4,1163373276
5,1816,4,1163373251
5,1867,3.5,1163374184
5,1935,4,1163373193
5,2005,3.5,1163374290
5,2148,4,1163373679
5,2157,4.5,1163373293
5,2165,4,1163374246
5,2213,3.5,1163373743
5,2219,3.5,1163374947
5,2341,3.5,1163374278
5,2408,3.5,1163374127
5,2507,3.5,1163374263
5,2554,3.5,1163374408
5,2720,4,1163374137
5,3003,3.5,1163373148
5,3114,4.5,1163374235
5,3157,3.5,1163374198
5,3216,4,1163373273
5,3220,4,1163375025
5,3224,3.5,1163373696
5,3227,4.5,1163375145
5,3420,3.5,1163374103
5,3421,3.5,1163374354
5,3512,4.5,1163375033
5,3699,3.5,1163375131
5,3848,3,1163373548
5,3874,4.5,1163373616
5,4035,3.5,1163374995
5,4056,4.5,1163373299
5,4086,4.5,1163373606
5,4152,4,1163374443
5,4260,3.5,1163374206
5,4267,4.5,1163374389
5,4326,3,1163373688
5,4423,4,1163374533
5,4518,3.5,1163374491
5,4609,4,1163374572
5,4611,4,1163373626
5,4672,4,1163374455
5,4768,2.5,1163373238
5,4885,4,1163374511
5,5406,4,1163374742
5,5424,4,1163374381
5,5481,3.5,1163374118
5,5486,4.5,1163373593
5,5492,4,1163374426
5,5984,4.5,1163374340
5,5988,4.5,1163374702
5,5990,3.5,1163374177
5,6133,5,1163374211
5,6153,4,1163374517
5,6179,4.5,1163374227
5,6208,4,1163374275
5,6297,4.5,1163374283
5,6308,4,1163374144
5,6309,4,1163374167
5,6536,4.5,1163374357
6,102,4,1109258212
6,138,2,1108134263
6,153,2,1109258228
6,264,5,1108134539
6,529,4,1108134269
6,725,4,1108134299
6,962,5,1108134266
6,1005,4.5,1108134284
6,1014,4.5,1109258196
6,1031,4.5,1108134309
6,1040,4.5,1108134339
6,1103,2,1109258181
6,1304,2,1109258179
6,1341,2,1109258281
6,1375,2,1109258194
6,1450,0.5,1108134334
6,1474,3,1108134344
6,1564,3,1108134289
6,1582,4,1109258270
6,1633,4,1109258285
6,1729,4,1109258175
6,2005,3.5,1108134291
6,2026,3,1109258245
6,2027,4,1108134293
6,2063,1,1109258202
6,2130,2,1108134271
6,2155,4,1108134274
6,2181,3,1109258257
6,2212,4.5,1108134545
6,2319,3,1109258199
6,2454,1,1108134337
6,2507,4,1109258183
6,2646,3.5,1109258250
6,3001,1.5,1109258190
6,3645,1.5,1109258217
6,3859,1.5,1109258226
6,4396,5,1108134311
6,4992,3,1108134534
6,5027,5,1108134519
6,5128,4,1108134524
6,5400,3.5,1108134526
6,5486,4,1108134537
6,5539,3,1108134531
6,5585,4.5,1108134521
7,1,3,851866703
7,10,3,851869035
7,21,3,851867289
7,31,3,851868750
7,33,4,851867861
7,39,4,851866901
7,97,3,851866744
7,101,5,851868188
7,103,4,851866720
7,123,4,851866704
7,131,4,851868206
7,175,2,851868704
7,184,3,851868705
7,233,5,851869062
7,245,3,851868188
7,283,2,851869161
7,285,5,851868187
7,295,3,851868524
7,299,3,851867345
7,311,3,851867621
7,321,3,851867941
7,322,3,851868188
7,323,3,851867436
7,329,3,851868020
7,332,3,851867790
7,342,3,851869291
7,345,4,851869291
7,428,4,851869161
7,448,3,851867669
7,479,4,851868246
7,484,3,851867688
7,486,4,851869035
7,495,4,851868019
7,522,4,851868044
7,523,3,851869140
7,524,4,851868186
7,525,3,851868863
7,527,4,851868020
7,528,3,851868044
7,538,3,851868074
7,576,4,851866806
7,600,3,851866744
7,608,5,851868019
7,611,2,851866784
7,618,1,851866704
7,619,1,851866763
7,623,5,851868020
7,645,3,851866703
7,651,2,851866744
7,746,4,851868289
7,841,3,851869102
7,867,3,851866744
7,871,4,851867320
7,872,4,851867289
7,889,3,851868308
7,903,3,851867553
7,907,3,851869103
7,913,4,851867289
7,917,5,851868019
7,954,5,851869034
7,955,3,851867289
7,956,5,851869035
7,967,5,851869034
7,977,4,851867379
7,980,5,851868044
7,982,5,851868246
7,987,4,851868321
7,995,4,851869062
7,997,5,851868289
7,1025,3,851867436
7,1030,4,851869080
7,1033,3,851867436
7,1042,4,851868332
7,1043,4,851867401
7,1046,3,851867320
7,1052,3,851868471
7,1056,4,851868471
7,1061,3,851867401
7,1098,3,851866935
7,1112,3,851869160
7,1113,3,851869102
7,1114,2,851869230
7,1115,4,851869035
7,1116,3,851869140
7,1117,3,851869062
7,1133,3,851867688
7,1141,5,851866978
7,1144,1,851869140
8,32,5,1154465405
8,44,2.5,1154389572
8,46,5,1154464836
8,49,5,1154400173
8,101,4,1154473268
8,233,3.5,1154464829
8,255,2,1154389420
8,267,4,1154465380
8,285,5,1154464714
8,322,4,1154400390
8,407,4.5,1154400475
8,467,3.5,1154389356
8,471,2,1154400357
8,473,5,1154400170
8,488,5,1154389386
8,523,4,1154464853
8,526,4.5,1154464833
8,551,4,1154400284
8,662,3.5,1154389432
8,696,5,1154400181
8,954,3.5,1154464841
8,955,4,1154464887
8,956,4,1154464730
8,967,4,1154464769
8,976,4,1154465573
8,982,4,1154465394
8,1013,4,1154465555
8,1014,4,1154464811
8,1020,3,1154465230
8,1025,4,1154464747
8,1046,4,1154464720
8,1056,3.5,1154400465
8,1103,0.5,1154474527
8,1126,4,1154465285
8,1132,3,1154400324
8,1210,4,1154465235
8,1240,3,1154389408
8,1289,3.5,1154464990
8,1295,5,1154389385
8,1332,4,1154389491
8,1353,4,1154473252
8,1380,3,1154400308
8,1391,5,1154400458
8,1450,3.5,1154389528
8,1524,5,1154473322
8,1591,4,1154473259
8,1661,3,1154389460
8,1698,3,1154465222
8,1745,4.5,1154464735
8,1822,4.5,1154400414
8,1840,4,1154464850
8,1844,5,1154473217
8,1865,3.5,1154389340
